id,heya,birthDate,shusshin,debut,height,weight,currentRank
6970,Dewanoumi,1973-08-15T00:00:00Z,Tokyo-to,198911,174.0,91.0,
5330,Futagoyama,1966-03-08T00:00:00Z,"Tokyo-to, Nakano-ku",198105,182.0,163.0,
6188,Oshiogawa,1975-08-25T00:00:00Z,"Osaka-fu, Osaka-shi, Miyakojima-ku",199103,183.0,107.0,
5056,Takasago,1977-11-07T00:00:00Z,"Osaka-fu, Sennan-gun, Misaki-cho",199505,177.5,123.0,
37,Tokiwayama,1994-11-14T00:00:00Z,"Chiba-ken, Kashiwa-shi",201003,181.5,128.5,Maegashira 8 East
4279,Isenoumi,1987-01-06T00:00:00Z,"Saga-ken, Karatsu-shi",200503,182.0,110.0,
5442,Oguruma,1973-03-13T00:00:00Z,"Gifu-ken, Kakamigahara-shi",198803,178.5,90.0,
6406,Azumazeki,1974-03-27T00:00:00Z,"Hokkaido, Kushiro-shi",198903,176.0,119.0,
2853,Nakagawa,1950-06-15T00:00:00Z,"Ishikawa-ken, Hosu-gun, Anamizu-machi",196407,173.0,93.0,
2521,Asahiyama,1949-05-08T00:00:00Z,"Osaka-fu, Osaka-shi, Joto-ku",196505,174.0,90.0,
654,Futagoyama,1998-08-10T00:00:00Z,"Kanagawa-ken, Kawasaki-shi, Tama-ku",201703,175.0,117.0,
78,Oshiogawa,1999-06-04T00:00:00Z,"Ehime-ken, Seiyo-shi",202203,183.0,147.0,Juryo 14 West
4668,Takasago,1987-11-20T00:00:00Z,"Osaka-fu, Osaka-shi, Konohana-ku",200303,177.0,92.0,
2303,Kasugano,1946-05-07T00:00:00Z,"Gifu-ken, Gifu-shi",196601,187.0,133.0,
5888,Magaki,1969-01-18T00:00:00Z,"Kagoshima-ken, Hioki-gun, Ijuin-cho",198403,183.6,133.5,
4826,Taiho,1970-09-08T00:00:00Z,"Aomori-ken, Aomori-shi",198609,175.0,117.0,
7738,-,0001-01-01T00:00:00Z,-,195701,,,
2996,Isenoumi,1937-11-09T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Minami-ku",195201,179.0,115.0,
7077,Onaruto,0001-01-01T00:00:00Z,-,198703,,,
3436,Isegahama,1998-09-24T00:00:00Z,"Tochigi-ken, Kanuma-shi",201611,176.0,128.0,
1146,Isenoumi,1957-10-15T00:00:00Z,"Iwate-ken, Morioka-shi",197303,176.0,100.0,
1199,Kataonami,1946-01-13T00:00:00Z,"Tokyo-to, Sumida-ku",196307,173.0,95.0,
4525,Kasugayama,1985-12-26T00:00:00Z,"Miyazaki-ken, Nishimorokata-gun, Nojiri-cho",200311,176.0,134.2,
619,Shikoroyama,1989-04-25T00:00:00Z,"Miyagi-ken, Tome",200503,180.0,155.0,Banzuke-gai
7267,Taiho,1963-03-10T00:00:00Z,"U.S.A., Texas",198105,182.0,92.0,
5488,Magaki,1971-11-16T00:00:00Z,"Gunma-ken, Takasaki-shi",198801,171.0,190.0,
6563,Musashigawa,1966-11-27T00:00:00Z,"Ibaraki-ken, Mito-shi",198503,182.0,125.0,
3105,Minezaki,1996-05-09T00:00:00Z,"Kyoto-fu, Nantan-shi",201203,174.0,134.0,
1252,Taiho,1959-07-07T00:00:00Z,"Niigata-ken, Toyosaka-shi",197503,183.5,110.0,
2707,Izutsu,1946-08-25T00:00:00Z,"Kagoshima-ken, Kagoshima-shi",196203,,,
8692,-,0001-01-01T00:00:00Z,-,195909,,,
8514,-,0001-01-01T00:00:00Z,-,196309,,,
8510,-,0001-01-01T00:00:00Z,-,196311,,,
7629,-,0001-01-01T00:00:00Z,-,195603,,,
5754,Kokonoe,1972-12-17T00:00:00Z,"Aomori-ken, Hirosaki-shi",198803,186.5,124.0,
892,Kataonami,1955-05-30T00:00:00Z,"Oita-ken, Hita-gun, Nakatsue-mura",196905,172.0,93.0,
3028,Tokitsukaze,1934-05-31T00:00:00Z,"Shimane-ken, Oki-gun",195401,173.0,75.0,
7386,-,0001-01-01T00:00:00Z,-,195209,,,
4777,Takanohana,1985-09-02T00:00:00Z,"Miyazaki-ken, Miyazaki-shi",200403,176.0,111.0,
4369,Dewanoumi,1985-05-08T00:00:00Z,"Nagasaki-ken, Isahaya-shi",200103,172.5,116.0,
62,Miyagino,1994-10-18T00:00:00Z,"Ishikawa-ken, Kanazawa-shi",201703,169.0,95.0,Jonidan 100 East
2500,Kokonoe,1949-07-01T00:00:00Z,"Hokkaido, Kamiiso-gun, Kikonai-cho",196507,175.0,75.5,
6997,Shikihide,1982-06-08T00:00:00Z,"Fukuoka-ken, Kitakyushu-shi, Yahatahigashi-ku",199803,185.0,100.0,
8742,-,0001-01-01T00:00:00Z,-,196101,,,
1807,Tatsunami,1954-02-11T00:00:00Z,"Mie-ken, Tsu-shi",197201,177.0,115.0,
5475,Tatsunami,1975-01-10T00:00:00Z,"Niigata-ken, Nagaoka-shi",199003,178.0,111.5,
3579,Dewanoumi,1981-12-01T00:00:00Z,"Osaka-fu, Neyagawa-shi",199911,186.0,142.0,
5353,Tamanoi,1982-03-03T00:00:00Z,"Fukushima-ken, Haramachi-shi",199703,185.0,139.0,
786,Kokonoe,1963-05-23T00:00:00Z,"Osaka-fu, Osaka-shi, Nishinari-ku",197903,185.0,123.0,
4204,Shikoroyama,1992-04-16T00:00:00Z,"Saitama-ken, Koshigaya-shi",201405,179.0,123.0,
540,Kokonoe,2004-09-02T00:00:00Z,"Tochigi-ken, Yaita-shi",202007,174.0,148.0,Jonidan 74 East
8111,-,0001-01-01T00:00:00Z,-,196611,,,
2329,Izutsu,1950-04-12T00:00:00Z,"Kagoshima-ken, Izumi-gun, Nagashima-cho",196509,177.5,75.0,
4390,Otake,1992-05-16T00:00:00Z,"Saga-ken, Takeo-shi",201005,175.0,153.0,
5700,Futagoyama,1980-04-28T00:00:00Z,"Kagawa-ken, Takamatsu-shi",199603,177.0,93.0,
8199,-,0001-01-01T00:00:00Z,-,196311,,,
4587,Sadogatake,1991-12-21T00:00:00Z,"Chiba-ken, Urayasu-shi",200703,176.0,134.0,
2088,Mihogaseki,1957-03-08T00:00:00Z,"Hokkaido, Yamakoshi-gun, Oshamanbe-cho",197305,171.5,100.0,
3283,Dewanoumi,1989-01-31T00:00:00Z,"Aichi-ken, Okazaki-shi",200403,177.0,122.6,
4979,Dewanoumi,1978-06-04T00:00:00Z,"Saitama-ken, Fujimi-shi",199701,185.0,126.0,
4818,Nakamura,1984-12-01T00:00:00Z,"Chiba-ken, Awa-gun, Chikura-machi",200003,177.0,102.0,
4409,Nishonoseki,1991-04-04T00:00:00Z,"Ehime-ken, Nishiuwa-gun, Ikata-cho",200703,168.0,84.7,
8,Sadogatake,1999-08-26T00:00:00Z,"Chiba-ken, Kashiwa-shi",201711,188.0,144.0,Maegashira 8 West
1156,Oshiogawa,1962-04-03T00:00:00Z,"Hokkaido, Hakodate-shi",197805,179.0,165.0,
3350,Asahiyama,2000-05-04T00:00:00Z,"Tokyo-to, Itabashi-ku",201805,183.0,119.0,
185,Kokonoe,2003-04-15T00:00:00Z,"Saga-ken, Saga-shi",201905,176.0,128.0,Makushita 28 West
6984,Tamanoi,1980-04-28T00:00:00Z,"Iwate-ken, Mizusawa-shi",199603,177.0,114.0,
5043,Tokitsukaze,1981-05-29T00:00:00Z,"Chiba-ken, Inba-gun, Tomisato-machi",199803,193.0,99.5,
2945,Hanakago,1947-11-20T00:00:00Z,"Kagawa-ken, Takamatsu-shi",196401,,,
8412,Hanakago,1942-06-10T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Tsurumi-ku",195907,,,
8016,-,0001-01-01T00:00:00Z,-,196301,,,
509,Asahiyama,1992-09-18T00:00:00Z,"Tokyo-to, Fuchu-shi",200803,188.0,147.2,Jonidan 89 West
5976,Izutsu,1975-07-11T00:00:00Z,"Oita-ken, Usa-shi",199105,180.0,134.0,
7876,Tatsunami,1952-01-17T00:00:00Z,"Tokyo-to, Ota-ku",197305,,,
2158,Isenoumi,1949-07-17T00:00:00Z,"Shizuoka-ken, Ogasa-gun, Ogasa-cho",196607,186.3,86.0,
5769,Nishonoseki,1964-08-27T00:00:00Z,"Niigata-ken, Toyosaka-shi",198303,184.5,127.5,
6802,Kokonoe,1964-05-02T00:00:00Z,"Ehime-ken, Saijo-shi",198203,177.0,102.0,
4649,Takanohana,1988-05-28T00:00:00Z,"Kumamoto-ken, Ashikita-gun, Tsunagi-machi",200505,171.0,104.0,
8396,Miyagino,1942-03-06T00:00:00Z,"Hiroshima-ken, Onomichi-shi",196105,,,
6334,Minato,1973-09-10T00:00:00Z,"Niigata-ken, Toyosaka-shi",198903,181.0,102.0,
2360,Kokonoe,1950-05-08T00:00:00Z,"Hokkaido, Hakodate-shi",196905,181.0,88.0,
8705,-,0001-01-01T00:00:00Z,-,195911,,,
1816,Nishonoseki,1950-10-08T00:00:00Z,"Kanagawa-ken, Yokosuka-shi",196503,178.0,135.0,
2014,Tokitsukaze,1952-10-13T00:00:00Z,"Hiroshima-ken, Kamo-gun, Saijo-cho",196707,182.0,128.0,
777,Takasago,1962-04-16T00:00:00Z,"Saitama-ken, Urawa-shi",197803,174.2,121.0,
6887,Kokonoe,1962-08-24T00:00:00Z,"Shizuoka-ken, Sunto-gun, Nagaizumi-cho",198103,173.0,87.0,
4220,Isegahama,1987-03-14T00:00:00Z,"Miyagi-ken, Sendai-shi",200501,182.0,200.0,
4270,Sadogatake,1986-09-05T00:00:00Z,"Chiba-ken, Funabashi-shi",200203,190.2,125.5,
8400,Tokitsukaze,1942-06-19T00:00:00Z,"Oita-ken, Nakatsu-shi",196007,,,
6772,Oshima,1965-11-03T00:00:00Z,"Aichi-ken, Chita-gun, Agui-cho",198103,184.6,117.0,
6546,Miyagino,1969-08-16T00:00:00Z,"Aichi-ken, Nagoya-shi, Minami-ku",198503,188.0,107.0,
7421,Shibatayama,0001-01-01T00:00:00Z,Hokkaido,195209,,,
1889,Oyama,1960-07-28T00:00:00Z,"Kanagawa-ken, Hiratsuka-shi",197603,,,
277,Shikihide,1998-08-04T00:00:00Z,"Philippines, Province of Laguna",201603,173.0,103.0,Sandanme 76 West
7845,-,0001-01-01T00:00:00Z,-,198103,,,
397,Kasugano,1995-06-08T00:00:00Z,"Tokyo-to, Kokubunji-shi",201403,170.0,115.0,Sandanme 43 West
2322,Asahiyama,1953-07-05T00:00:00Z,"Aichi-ken, Nagoya-shi, Atsuta-ku",196809,175.5,82.0,
8508,-,0001-01-01T00:00:00Z,-,196307,,,
604,Kise,1988-01-27T00:00:00Z,"Kumamoto-ken, Kikuchi-shi",200303,173.0,119.0,Jonokuchi 20 East
1419,Tomozuna,1962-09-20T00:00:00Z,"Osaka-fu, Hirakata-shi",197807,177.4,70.0,
933,Taiho,1957-06-14T00:00:00Z,"Hokkaido, Notsuke-gun, Betsukai-cho",197603,181.6,153.0,
1509,Kasugano,1957-12-16T00:00:00Z,"Shiga-ken, Kurita-gun, Ritto-cho",197303,181.5,90.0,
7628,Takasago,1938-02-25T00:00:00Z,"Kagoshima-ken, Oshima-gun, Kasari-cho",195701,,,
1367,Takashima,1931-07-07T00:00:00Z,"Aomori-ken, Aomori-shi",194711,173.0,96.0,
5961,Musashigawa,1978-05-30T00:00:00Z,"Yamanashi-ken, Otsuki-shi",199403,180.5,138.0,
926,Taiho,1955-02-06T00:00:00Z,"Nara-ken, Yoshino-gun, Higashiyoshino-mura",197303,178.0,110.0,
5324,Musashigawa,1981-07-16T00:00:00Z,"Osaka-fu, Osaka-shi, Minato-ku",199703,173.0,95.0,
5491,Kataonami,1968-04-05T00:00:00Z,"Kagoshima-ken, Kumage-gun, Yaku-cho",199005,179.0,99.5,
732,Futagoyama,1963-06-28T00:00:00Z,"Aomori-ken, Hirosaki-shi",197903,175.0,95.0,
8149,-,0001-01-01T00:00:00Z,-,196305,,,
279,Shikoroyama,2000-10-21T00:00:00Z,"Ishikawa-ken, Kanazawa-shi - Osaka-fu, Osaka-shi, Minato-ku",201903,176.0,118.0,Sandanme 57 West
5461,Futagoyama,1981-05-23T00:00:00Z,"Aichi-ken, Hekinan-shi",199703,173.0,130.0,
3448,Musashigawa,1992-10-07T00:00:00Z,"Ehime-ken, Matsuyama-shi",201509,172.0,81.0,
7529,-,0001-01-01T00:00:00Z,-,195603,,,
1877,Nishonoseki,1953-01-01T00:00:00Z,"Hokkaido, Abuta-gun, Toyoura-cho",196705,178.0,124.0,
7262,Kumagatani,1963-10-11T00:00:00Z,"Shizuoka-ken, Ito-shi",198103,180.0,77.0,
1849,Tokitsukaze,1952-10-19T00:00:00Z,"Aomori-ken, Sannohe-gun, Takko-machi",197307,178.0,90.0,
1393,Hanakago,1931-02-02T00:00:00Z,"Akita-ken, Minamiakita-gun, Ikawa-mura",194910,169.0,114.0,
3777,Kagamiyama,1980-06-06T00:00:00Z,"Saitama-ken, Iruma-gun, Ogose-machi",199603,173.0,105.5,
8276,Dewanoumi,1940-06-10T00:00:00Z,"Nagasaki-ken, Minamimatsuura-gun, Narao-cho",195807,,,
4468,Shikoroyama,1990-01-30T00:00:00Z,"Ibaraki-ken, Chikusei-shi",200703,187.0,89.0,
4927,Takasago,1984-09-17T00:00:00Z,Osaka-fu,200005,187.0,123.0,
6222,Sadogatake,1973-10-04T00:00:00Z,"Osaka-fu, Matsubara-shi",199011,178.0,77.4,
4666,Naruto,1984-08-15T00:00:00Z,"Aomori-ken, Kitatsugaru-gun, Itayanagi-machi",200503,184.0,85.0,
878,Kasugayama,1954-03-09T00:00:00Z,"Ibaraki-ken, Iwai-shi",196905,192.0,130.0,
720,Sadogatake,1960-09-27T00:00:00Z,"Osaka-fu, Osaka-shi, Nishinari-ku",197903,183.0,97.0,
3078,Sakaigawa,1999-02-08T00:00:00Z,"Nagasaki-ken, Isahaya-shi",201405,178.0,102.0,
7174,Takasago,1968-12-09T00:00:00Z,"Gifu-ken, Yoshiki-gun, Kamioka-cho",198403,173.0,98.0,
4229,Kataonami,1992-01-29T00:00:00Z,"Ehime-ken, Iyo-shi",201007,178.0,165.0,
5531,Mihogaseki,1969-10-24T00:00:00Z,"Hyogo-ken, Himeji-shi",198503,175.0,156.0,
8061,Tatsunami,1946-01-11T00:00:00Z,"Ishikawa-ken, Kashima-gun, Rokusei-machi",196107,,,
4664,Nakamura,1990-03-03T00:00:00Z,"Ibaraki-ken, Higashiibaraki-gun, Ibaraki-machi",200503,178.0,144.0,
6591,Fujishima,1963-05-29T00:00:00Z,"Shizuoka-ken, Sunto-gun, Oyama-cho",198205,176.3,95.0,
8333,Oitekaze,1943-07-08T00:00:00Z,"Aichi-ken, Chita-gun, Arimatsu-cho",195909,,,
5695,Naruto,1976-12-05T00:00:00Z,"Ehime-ken, Kawanoe-shi",199203,174.0,94.0,
5217,Tamanoi,1976-01-03T00:00:00Z,"Aichi-ken, Kasugai-shi",199105,170.0,102.0,
7338,Takasago,1972-02-26T00:00:00Z,"Osaka-fu, Toyonaka-shi",198805,173.0,102.0,
5348,Michinoku,1982-06-27T00:00:00Z,"Kagoshima-ken, Kokubu-shi",199807,173.0,98.0,
2492,Isegahama,1949-11-25T00:00:00Z,"Niigata-ken, Nakakubiki-gun, Myoko-mura",196605,180.0,75.0,
3101,Tatsunami,2001-07-03T00:00:00Z,"Okinawa-ken, Shimajiri-gun, Yaese-cho",202001,169.0,69.0,
458,Yamahibiki,2003-06-22T00:00:00Z,"Hyogo-ken, Kawanishi-shi",202109,170.0,75.0,Jonidan 79 West
1172,Futagoyama,1959-12-24T00:00:00Z,"U.S.A., Hawaii, Oahu",197607,181.0,127.0,
652,Michinoku,1990-10-08T00:00:00Z,"Kumamoto-ken, Uki-shi",200603,174.0,137.2,
838,Tatsutagawa,1960-04-30T00:00:00Z,"Aomori-ken, Hachinohe-shi",197603,176.0,98.0,
3371,Isegahama,1998-08-18T00:00:00Z,"Toyama-ken, Uozu-shi",201603,192.0,123.0,
2569,Tomozuna,1942-07-11T00:00:00Z,"Aomori-ken, Higashitsugaru-gun, Yomogita-mura",195901,,,
5456,Naruto,1976-03-18T00:00:00Z,"Nagasaki-ken, Hirado-shi",199109,178.0,120.5,
4900,Sadogatake,1983-05-17T00:00:00Z,"Tokushima-ken, Mima-gun, Waki-machi",199903,174.0,96.5,
322,Takadagawa,1999-10-11T00:00:00Z,"Osaka-fu, Higashiosaka-shi",201711,177.0,134.0,Jonidan 1 West
5859,Dewanoumi,1967-09-19T00:00:00Z,"Fukushima-ken, Kawanuma-gun, Aizubange-machi",198603,183.0,128.0,
5052,Azumazeki,1979-05-07T00:00:00Z,"Kanagawa-ken, Kawasaki-shi, Saiwai-ku",199803,175.0,95.0,
5269,Wakamatsu,1981-11-06T00:00:00Z,"Osaka-fu, Osaka-shi, Higashiyodogawa-ku",199703,175.0,106.0,
4093,Kasugano,1999-07-15T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Higashi-ku",201503,180.0,93.0,
5927,Mihogaseki,1975-04-17T00:00:00Z,"Osaka-fu, Osaka-shi, Tsurumi-ku",199503,173.0,77.0,
1819,Dewanoumi,1961-09-27T00:00:00Z,"Gunma-ken, Isesaki-shi",197703,184.6,99.0,
804,Tatsunami,1958-09-08T00:00:00Z,"Toyama-ken, Higashitonami-gun, Fukuno-machi",197403,176.0,110.0,
7011,Oguruma,1981-08-28T00:00:00Z,"Tochigi-ken, Oyama-shi",199703,178.0,115.0,
5036,Wakamatsu,1983-06-10T00:00:00Z,"Miyagi-ken, Motoyoshi-gun, Shizugawa-cho",199903,180.0,71.0,
8754,-,0001-01-01T00:00:00Z,-,195811,,,
8714,-,0001-01-01T00:00:00Z,-,000101,,,
1445,Wakamatsu,1951-11-02T00:00:00Z,"Yamanashi-ken, Nakakoma-gun, Kushigata-machi",197009,180.0,125.0,
6045,Kokonoe,1978-10-15T00:00:00Z,"Osaka-fu, Osaka-shi, Higashisumiyoshi-ku",199403,177.0,75.0,
2228,Isenoumi,1950-04-25T00:00:00Z,"Akita-ken, Yuzawa-shi",196601,177.0,84.0,
8194,-,0001-01-01T00:00:00Z,-,196309,,,
347,Takasago,1994-08-08T00:00:00Z,"Mie-ken, Shima-shi",201703,182.0,154.0,Makushita 42 West
5827,Magaki,1969-10-18T00:00:00Z,"Chiba-ken, Ichikawa-shi",198503,182.0,137.0,
8043,Hanakago,1948-02-25T00:00:00Z,"Yamagata-ken, Tsuruoka-shi",196603,,,
5164,Kiriyama,1980-12-16T00:00:00Z,"Chiba-ken, Ichikawa-shi",199603,174.0,126.5,
3877,Tokitsukaze,1973-07-08T00:00:00Z,"Shiga-ken, Nagahama-shi",198903,178.5,130.0,
1675,Miyagino,1961-12-17T00:00:00Z,"Osaka-fu, Sakai-shi",197705,,,
2838,Futagoyama,1947-03-05T00:00:00Z,"Ibaraki-ken, Higashiibaraki-gun, Ogawa-machi",196303,180.0,75.0,
7085,Oyama,0001-01-01T00:00:00Z,-,198601,,,
5357,Taiho,1980-12-29T00:00:00Z,"Yamaguchi-ken, Hofu-shi",199603,174.5,109.0,
1826,Hanakago,1950-01-18T00:00:00Z,"Saga-ken, Saga-shi",196803,174.5,76.0,
5630,Kasugano,1968-10-29T00:00:00Z,"Chiba-ken, Chiba-shi",198403,175.0,120.0,
6429,Hanaregoma,1969-06-07T00:00:00Z,"Osaka-fu, Sakai-shi",198503,178.0,93.5,
2438,Nakagawa,1946-08-17T00:00:00Z,"Aomori-ken, Minamitsugaru-gun, Namioka-cho",196505,185.0,83.0,
4169,Nishikido,1988-11-22T00:00:00Z,"Hyogo-ken, Kobe-shi",200403,184.0,151.0,
2495,Sadogatake,1949-06-26T00:00:00Z,"Hokkaido, Monbetsu-gun, Yubetsu-cho",196601,180.0,75.0,
4174,Shikoroyama,1990-08-27T00:00:00Z,"Aichi-ken, Toyohashi-shi",200811,186.0,126.0,
4268,Shikoroyama,1992-08-14T00:00:00Z,"Miyazaki-ken, Miyakonojo-shi",200803,169.0,114.0,
5633,Tokitsukaze,1965-07-03T00:00:00Z,"Osaka-fu, Osaka-shi, Nishinari-ku",198403,184.0,134.5,
8738,-,0001-01-01T00:00:00Z,-,196207,,,
2243,Hanakago,1949-09-12T00:00:00Z,Hokkaido,196501,190.8,98.0,
7145,Tokitsukaze,0001-01-01T00:00:00Z,-,198501,,,
6649,Kagamiyama,1969-09-23T00:00:00Z,"Saitama-ken, Iruma-gun, Oi-machi",198503,173.0,110.0,
1330,Takasago,1929-04-24T00:00:00Z,"Akita-ken, Akita-shi",194905,168.0,74.0,
7484,-,0001-01-01T00:00:00Z,-,195409,,,
4973,Kokonoe,1976-08-28T00:00:00Z,"Osaka-fu, Takatsuki-shi",199203,178.5,143.5,
1858,Tokitsukaze,1952-04-29T00:00:00Z,"Osaka-fu, Kishiwada-shi",197009,180.0,80.0,
8245,Takasago,1940-08-20T00:00:00Z,"Fukuoka-ken, Okura-shi",196001,,,
1016,Taiho,1955-08-14T00:00:00Z,"Nagasaki-ken, Kitatakaki-gun, Moriyama-cho",197101,190.0,122.0,
2161,Michinoku,1952-02-16T00:00:00Z,"Kagoshima-ken, Kagoshima-shi",196703,191.0,100.0,
5757,Kokonoe,1971-04-14T00:00:00Z,"Nara-ken, Kitakatsuragi-gun, Shinjo-cho",198703,186.0,112.0,
5718,Taiho,1978-05-24T00:00:00Z,"Chiba-ken, Sanbu-gun",199403,177.0,149.0,
7006,Matsugane,1972-06-19T00:00:00Z,Gifu-ken,199007,179.0,106.0,
6134,Wakamatsu,1976-07-09T00:00:00Z,"Tochigi-ken, Utsunomiya-shi",199203,174.0,104.0,
6141,Tokitsukaze,1977-12-02T00:00:00Z,"Gifu-ken, Kamo-gun",199303,183.0,90.0,
5935,Kitanoumi,1979-07-05T00:00:00Z,"Kanagawa-ken, Atsugi-shi",199503,173.0,115.0,
5372,Sadogatake,1981-07-02T00:00:00Z,"Yamaguchi-ken, Ube-shi",199703,177.0,117.0,
1573,Kasugano,1963-05-01T00:00:00Z,"Fukushima-ken, Higashishirakawa-gun, Hanawa-machi",197903,176.0,105.0,
1482,Futagoyama,1949-02-13T00:00:00Z,"Aomori-ken, Nishitsugaru-gun, Inagaki-mura",196605,175.0,79.0,
6110,Izutsu,1977-09-26T00:00:00Z,"Fukuoka-ken, Kitakyushu-shi",199303,175.5,97.0,
6009,Tokitsukaze,1975-06-18T00:00:00Z,"Kumamoto-ken, Kumamoto-shi",199103,186.0,109.0,
6264,Oshiogawa,1966-10-26T00:00:00Z,"Chiba-ken, Chiba-shi",198203,175.5,106.0,
3035,Tatsunami,1942-04-09T00:00:00Z,"Ishikawa-ken, Kaga-shi",195807,,,
3993,Tamanoi,1976-12-07T00:00:00Z,"Miyagi-ken, Sendai-shi, Wakabayashi-ku",199203,185.0,104.0,
1481,Isegahama,1954-11-15T00:00:00Z,"Akita-ken, Yokote-shi",197009,173.0,120.0,
4980,Hanaregoma,1968-09-05T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Sawara-ku",198403,179.0,140.0,
8359,Dewanoumi,1941-10-15T00:00:00Z,"Aomori-ken, Shimokita-gun, Kazamaura-mura",196103,,,
138,Kise,1992-12-30T00:00:00Z,"Aomori-ken, Hachinohe-shi",201105,179.5,150.0,Sandanme 37 West
2608,Sadogatake,1947-04-16T00:00:00Z,"Hokkaido, Monbetsu-gun, Ikutahara-cho",196211,181.0,91.0,
946,Takashima,1950-11-29T00:00:00Z,"Aomori-ken, Towada-shi",196511,176.0,115.0,
741,Izutsu,1963-07-04T00:00:00Z,"Kagoshima-ken, So-gun, Osaki-cho",197911,177.0,98.0,
2747,Tatsunami,1943-12-09T00:00:00Z,"Ishikawa-ken, Nanao-shi",195805,,,
4701,Oshiogawa,1977-04-06T00:00:00Z,"Kyoto-fu, Nagaokakyo-shi",199503,178.0,110.0,
781,Oyama,1961-12-26T00:00:00Z,"Tokyo-to, Hoya-shi",197707,170.0,125.0,
1643,Sadogatake,1960-03-10T00:00:00Z,"Hokkaido, Sapporo-shi, Chuo-ku",197503,179.0,108.0,
3618,Hakkaku,1976-06-09T00:00:00Z,"Nagasaki-ken, Nishisonogi-gun, Oshima-cho",199303,177.5,95.5,
2231,Dewanoumi,1951-09-02T00:00:00Z,"Fukuoka-ken, Kitakyushu-shi, Kokura-ku",196705,175.2,118.0,
1707,Takasago,1943-12-25T00:00:00Z,"Kumamoto-ken, Yatsushiro-gun, Kagami-cho",195907,183.0,100.0,
2606,Dewanoumi,1943-11-27T00:00:00Z,"Saga-ken, Taku-shi",196303,,,
3006,Tokitsukaze,0001-01-01T00:00:00Z,Ishikawa-ken,196211,,,
4987,Kokonoe,1972-05-14T00:00:00Z,"Shizuoka-ken, Shizuoka-shi",198803,175.0,135.0,
88,Takekuma,1999-07-24T00:00:00Z,"Hyogo-ken, Himeji-shi",202203,192.0,148.0,Makushita 21 West
4033,Oguruma,1980-04-17T00:00:00Z,"Osaka-fu, Minoo-shi",199603,182.0,140.2,
5784,Isenoumi,1971-11-29T00:00:00Z,"Hokkaido, Ashoro-gun, Ashoro-cho",199001,185.0,127.0,
8829,-,0001-01-01T00:00:00Z,-,196009,,,
8074,Isenoumi,1944-04-08T00:00:00Z,"Yamagata-ken, Tsuruoka-shi",196105,,,
8840,-,0001-01-01T00:00:00Z,-,196005,,,
8085,-,0001-01-01T00:00:00Z,-,196501,,,
6025,Kasugano,1978-02-12T00:00:00Z,"Nagasaki-ken, Iki-gun",199305,176.0,106.0,
8557,-,0001-01-01T00:00:00Z,-,196205,,,
4429,Naruto,1987-05-22T00:00:00Z,"Kagoshima-ken, Kumage-gun, Nakatane-cho",200303,173.0,101.0,
4438,Onomatsu,1976-02-21T00:00:00Z,"Osaka-fu, Katano-shi",199803,173.5,101.0,
474,Hakkaku,1993-08-16T00:00:00Z,"Hokkaido, Asahikawa-shi",201203,172.0,118.2,Jonidan 64 West
5419,Matsugane,1974-06-15T00:00:00Z,"Osaka-fu, Osaka-shi, Ikuno-ku",199003,178.0,126.5,
7020,Oshiogawa,1967-10-15T00:00:00Z,"Chiba-ken, Ichikawa-shi",198303,173.0,88.0,
8482,-,0001-01-01T00:00:00Z,-,196407,,,
469,Fujishima,2000-08-01T00:00:00Z,"Nagano-ken, Nagano-shi",201901,178.0,126.0,Jonidan 30 East
3408,Sakaigawa,1996-08-09T00:00:00Z,"Tottori-ken, Tottori-shi",201411,178.0,156.0,
5449,Onomatsu,1976-06-10T00:00:00Z,Tokyo-to,199607,180.0,95.0,
2842,Tatsunami,1941-06-10T00:00:00Z,"Fukushima-ken, Iwaki-shi",196011,,,
1055,Taiho,1964-07-02T00:00:00Z,"Hokkaido, Date-shi",198003,175.0,126.0,
6670,Mihogaseki,1965-12-02T00:00:00Z,"Aichi-ken, Nagoya-shi, Nakagawa-ku",198109,174.0,127.0,
7233,Hanaregoma,1966-12-06T00:00:00Z,"Osaka-fu, Osaka-shi, Konohana-ku",198203,170.0,101.0,
1825,Kimigahama,1956-02-16T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Hakata-ku",197301,174.0,80.0,
404,Sakaigawa,2004-06-23T00:00:00Z,"Chiba-ken, Ichihara-shi",202003,187.0,138.0,Jonidan 28 West
3417,Hakkaku,1987-04-09T00:00:00Z,"Hokkaido, Obihiro-shi",200303,190.0,145.5,
6065,Azumazeki,1975-11-11T00:00:00Z,"Osaka-fu, Neyagawa-shi",199111,179.0,105.0,
1771,Kimigahama,1950-01-03T00:00:00Z,"Kagoshima-ken, Kanoya-shi",196503,178.0,145.0,
5510,Oguruma,1971-11-24T00:00:00Z,"Osaka-fu, Kaizuka-shi",198705,177.0,143.0,
2473,Miyagino,1952-12-12T00:00:00Z,"Hokkaido, Teshio-gun, Teshio-cho",196803,173.0,78.0,
1327,Nishonoseki,1927-02-18T00:00:00Z,"Hokkaido, Hiroo-gun",194611,173.0,89.0,
